date,equity
2024-08-23,100103.87
2024-08-26,100103.87
2024-08-27,100103.87
2024-08-28,100103.87
2024-08-29,100103.87
2024-08-30,100103.87
2024-09-03,100103.87
2024-09-04,100103.87
2024-09-05,100103.87
2024-09-06,100103.87
2024-09-09,100103.87
2024-09-10,100103.87
2024-09-11,100103.87
2024-09-12,100103.87
2024-09-13,100103.87
2024-09-16,100103.87
2024-09-17,100103.87
2024-09-18,100103.87
2024-09-19,100103.87
2024-09-20,100103.87
2024-09-23,100103.87
2024-09-24,100103.87
2024-09-25,100103.87
2024-09-26,100103.87
2024-09-27,100103.87
2024-09-30,100103.87
2024-10-01,100103.87
2024-10-02,100103.87
2024-10-03,100103.87
2024-10-04,100105.67
2024-10-07,100120.89
2024-10-08,100051.71
2024-10-09,100012.39
2024-10-10,100012.39
2024-10-11,100012.39
2024-10-14,100012.39
2024-10-15,100012.39
2024-10-16,100012.39
2024-10-17,100012.39
2024-10-18,100012.39
2024-10-21,100012.39
2024-10-22,100012.39
2024-10-23,100012.39
2024-10-24,100012.39
2024-10-25,100012.39
2024-10-28,100012.39
2024-10-29,100012.39
2024-10-30,100012.39
2024-10-31,100012.39
2024-11-01,100012.39
2024-11-04,100012.39
2024-11-05,100012.39
2024-11-06,100012.39
2024-11-07,100012.39
2024-11-08,100012.39
2024-11-11,100012.39
2024-11-12,100012.39
2024-11-13,100012.39
2024-11-14,100012.39
2024-11-15,100012.39
2024-11-18,100012.39
2024-11-19,100018.29
2024-11-20,100034.15
2024-11-21,100049.22
2024-11-22,100040.0
2024-11-25,99939.82
2024-11-26,99944.05
2024-11-27,99944.05
2024-11-29,99944.05
2024-12-02,99944.05
2024-12-03,99944.05
2024-12-04,99944.05
2024-12-05,99944.05
2024-12-06,99944.05
2024-12-09,99944.05
2024-12-10,99944.05
2024-12-11,99944.05
2024-12-12,99944.05
2024-12-13,99944.05
2024-12-16,99944.05
2024-12-17,99944.05
2024-12-18,99944.05
2024-12-19,99944.05
2024-12-20,99944.05
2024-12-23,99944.05
2024-12-24,99944.05
2024-12-26,99944.05
2024-12-27,99944.05
2024-12-30,99944.05
2024-12-31,99944.05
2025-01-02,99944.05
2025-01-03,99944.05
2025-01-06,99944.05
2025-01-07,99944.05
2025-01-08,99944.05
2025-01-10,99944.05
2025-01-13,99944.05
2025-01-14,100004.2
2025-01-15,100032.7
2025-01-16,100083.3
2025-01-17,100080.78
2025-01-21,100065.47
2025-01-22,100047.51
2025-01-23,100047.51
2025-01-24,100047.51
2025-01-27,100047.51
2025-01-28,100047.51
2025-01-29,100047.51
2025-01-30,100047.51
2025-01-31,100047.51
2025-02-03,100047.51
2025-02-04,100047.51
2025-02-05,100047.51
2025-02-06,100047.51
2025-02-07,100047.51
2025-02-10,100047.51
2025-02-11,100047.51
2025-02-12,100047.51
2025-02-13,100047.51
2025-02-14,100047.51
2025-02-18,100047.51
2025-02-19,100047.51
2025-02-20,100047.51
2025-02-21,100047.51
2025-02-24,100047.51
2025-02-25,100047.51
2025-02-26,100047.51
2025-02-27,100047.51
2025-02-28,100047.51
2025-03-03,100047.51
2025-03-04,100047.51
2025-03-05,100047.51
2025-03-06,100047.51
2025-03-07,100047.51
2025-03-10,100047.51
2025-03-11,100047.51
2025-03-12,100047.51
2025-03-13,100047.51
2025-03-14,100047.51
2025-03-17,100047.51
2025-03-18,100047.51
2025-03-19,100047.51
2025-03-20,100047.51
2025-03-21,100047.51
2025-03-24,100047.51
2025-03-25,100047.51
2025-03-26,100028.0
2025-03-27,100010.64
2025-03-28,100010.64
2025-03-31,100010.64
2025-04-01,100010.64
2025-04-02,100010.64
2025-04-03,100010.64
2025-04-04,100010.64
2025-04-07,100010.64
2025-04-08,100010.64
2025-04-09,100010.64
2025-04-10,100010.64
2025-04-11,100010.64
2025-04-14,100010.64
2025-04-15,100010.64
2025-04-16,100010.64
2025-04-17,100010.64
2025-04-21,100010.64
2025-04-22,100010.64
2025-04-23,100010.64
2025-04-24,100010.64
2025-04-25,100010.64
2025-04-28,100010.64
2025-04-29,100010.64
2025-04-30,100010.64
2025-05-01,100010.64
2025-05-02,100010.64
2025-05-05,100010.64
2025-05-06,100010.64
2025-05-07,100010.64
2025-05-08,100010.64
2025-05-09,100010.64
2025-05-12,100010.64
2025-05-13,100010.64
2025-05-14,100011.08
2025-05-15,99945.25
2025-05-16,99945.25
2025-05-19,99945.25
2025-05-20,99945.25
2025-05-21,99945.25
2025-05-22,99945.25
2025-05-23,99945.25
2025-05-27,99945.25
2025-05-28,99945.25
2025-05-29,99945.25
2025-05-30,99945.25
2025-06-02,99945.25
2025-06-03,99945.25
2025-06-04,99945.25
2025-06-05,99945.25
2025-06-06,99945.25
2025-06-09,99945.25
2025-06-10,99945.25
2025-06-11,99945.25
2025-06-12,99945.25
2025-06-13,99945.25
2025-06-16,99941.62
2025-06-17,99980.6
2025-06-18,99927.56
2025-06-20,99944.73
2025-06-23,99755.57
2025-06-24,99683.34
2025-06-25,99683.34
2025-06-26,99683.34
2025-06-27,99683.34
2025-06-30,99683.34
2025-07-01,99683.34
2025-07-02,99683.34
2025-07-03,99683.34
2025-07-07,99683.34
2025-07-08,99683.34
2025-07-09,99683.34
2025-07-10,99683.34
2025-07-11,99683.34
2025-07-14,99683.34
2025-07-15,99683.34
2025-07-16,99683.34
2025-07-17,99683.34
2025-07-18,99683.34
2025-07-21,99683.34
2025-07-22,99683.34
2025-07-23,99683.34
2025-07-24,99683.34
2025-07-25,99683.34
2025-07-28,99683.34
2025-07-29,99683.34
2025-07-30,99683.34
2025-07-31,99683.34
2025-08-01,99683.34
2025-08-04,99683.34
2025-08-05,99683.34
2025-08-06,99683.34
2025-08-07,99683.34
2025-08-08,99683.34
2025-08-11,99683.34
2025-08-12,99683.34
2025-08-13,99683.34
2025-08-14,99683.34
2025-08-15,99683.34
2025-08-18,99683.34
2025-08-19,99683.34
2025-08-20,99683.34
2025-08-21,99683.34
2025-08-22,99683.34
2025-08-25,99683.34
2025-08-26,99683.34
2025-08-27,99683.34
2025-08-28,99683.34
2025-08-29,99683.34
2025-09-02,99683.34
2025-09-03,99683.34
2025-09-04,99683.34
2025-09-05,99683.34
2025-09-08,99683.34
2025-09-09,99683.34
2025-09-10,99683.34
2025-09-11,99683.34
2025-09-12,99683.34
2025-09-15,99683.34
2025-09-16,99683.34
2025-09-17,99683.34
2025-09-18,99683.34
2025-09-19,99683.34
2025-09-22,99683.34
2025-09-23,99683.34
2025-09-24,99683.34
2025-09-25,99683.34
2025-09-26,99683.34
2025-09-29,99683.34
2025-09-30,99683.34
2025-10-01,99683.34
2025-10-02,99683.34
2025-10-03,99683.34
2025-10-06,99683.34
2025-10-07,99683.34
2025-10-08,99683.34
2025-10-09,99683.34
2025-10-10,99683.34
2025-10-13,99683.34
2025-10-14,99683.34
2025-10-15,99683.34
2025-10-16,99683.34
2025-10-17,99683.34
2025-10-20,99683.34
2025-10-21,99683.34
2025-10-22,99683.34
2025-10-23,99683.34
2025-10-24,99683.34
2025-10-27,99683.34
2025-10-28,99683.34
2025-10-29,99683.34
2025-10-30,99683.34
2025-10-31,99683.34
2025-11-03,99683.34
2025-11-04,99683.34
2025-11-05,99683.34
2025-11-06,99683.34
2025-11-07,99683.34
2025-11-10,99683.34
2025-11-11,99683.34
2025-11-12,99683.34
2025-11-13,99683.34
2025-11-14,99683.34
2025-11-17,99683.34
2025-11-18,99683.34
2025-11-19,99683.34
2025-11-20,99683.34
2025-11-21,99683.34
2025-11-24,99683.34
2025-11-25,99683.34
2025-11-26,99683.34
2025-11-28,99683.34
2025-12-01,99683.34
2025-12-02,99683.34
2025-12-03,99683.34
2025-12-04,99683.34
2025-12-05,99683.34
2025-12-08,99683.34
2025-12-09,99683.34
2025-12-10,99683.34
2025-12-11,99683.34
2025-12-12,99683.34
2025-12-15,99683.34
2025-12-16,99683.34
2025-12-17,99683.34
2025-12-18,99683.34
2025-12-19,99683.34
2025-12-22,99683.34
2025-12-23,99683.34
2025-12-24,99683.34
2025-12-26,99683.34
2025-12-29,99683.34
2025-12-30,99683.34
2025-12-31,99683.34
2026-01-02,99683.34
2026-01-05,99683.34
2026-01-06,99683.34
2026-01-07,99683.34
2026-01-08,99683.34
2026-01-09,99683.34
2026-01-12,99683.34
2026-01-13,99683.34
2026-01-14,99683.34
2026-01-15,99678.76
2026-01-16,99671.04
2026-01-20,99671.04
2026-01-21,99671.04
2026-01-22,99698.26
2026-01-23,99758.22
2026-01-26,99690.75
2026-01-27,99705.27
2026-01-28,99710.76
2026-01-29,99817.9
2026-01-30,99883.75
2026-02-02,99787.17
2026-02-03,99787.17
2026-02-04,99881.87
2026-02-05,99824.5
2026-02-06,99893.27
2026-02-09,99886.94
2026-02-10,99866.81
2026-02-11,99929.28
2026-02-12,99839.52
2026-02-13,99833.43
2026-02-17,99756.86
2026-02-18,99825.7
2026-02-19,99798.02
2026-02-20,99779.35
2026-02-23,99779.35
2026-02-24,99779.35
2026-02-25,99779.35
2026-02-26,99779.35
2026-02-27,99779.35
2026-03-02,99779.35
2026-03-03,99701.27
2026-03-04,99658.86
2026-03-05,99658.86
2026-03-06,99658.86
2026-03-09,99658.86
2026-03-10,99658.86
2026-03-11,99658.86
2026-03-12,99658.86
2026-03-13,99658.86
2026-03-16,99658.86
2026-03-17,99658.86
2026-03-18,99658.86
2026-03-19,99658.86
2026-03-20,99635.47
2026-03-23,99545.92
2026-03-24,99629.95
2026-03-25,99584.18
2026-03-26,99651.42
2026-03-27,99649.71
2026-03-30,99554.93
2026-03-31,99558.79
2026-04-01,99493.82
2026-04-02,99621.27
2026-04-06,99621.27
2026-04-07,99621.27
2026-04-08,99621.27
2026-04-09,99621.27
2026-04-10,99621.27
2026-04-13,99621.27
2026-04-14,99621.27
